Ticker,Name,Sector,Price,Dividend Yield,1-Year Dividend Growth,5-Year Dividend Growth (Annualized),Dividends Per Share (TTM),Market Cap ($M),Trailing P/E Ratio,Payout Ratio,Beta,52-Week High,52-Week Low
GNTY,"Guaranty Bancshares, Inc. (TX)",Financial Services,"2,702.0%",0.02461238895,4.5%,8.9%,$0.67,$318.86,0,N/A,,$37.11,22.12
GNW,Genworth Financial Inc,Financial Services,496.0%,0,N/A,N/A,$0.00,"$2,370.66",5,0.0%,,$6.40,3.44
GOEV,Canoo Inc,N/A,50.0%,0,N/A,N/A,$0.00,$251.83,0,N/A,,$5.00,0.494
GOGL,Golden Ocean Group Limited,Industrials,770.0%,0.1561927795,N/A,N/A,$1.20,"$1,543.74",5,73.8%,0.9,$11.71,6.92
GOGO,Gogo Inc,Communication Services,"1,659.0%",0,N/A,N/A,$0.00,"$2,133.24",24,0.0%,,$19.29,11.57
GOLF,Acushnet Holdings Corp,Consumer Cyclical,"5,085.0%",0.01466069845,8.3%,8.4%,$0.75,"$3,425.42",16,25.1%,,$53.67,39.53
GOOD,Gladstone Commercial Corp,Real Estate,"1,184.0%",0.1013513514,0.0%,-4.4%,$1.29,$473.59,N/A,N/A,,$19.36,10.65
GOSS,Gossamer Bio Inc,Healthcare,135.0%,0,N/A,N/A,$0.00,$128.85,0,N/A,,$15.20,0.9103
GPI,"Group 1 Automotive, Inc.",Consumer Cyclical,"24,631.0%",0.006761035689,N/A,N/A,$1.67,"$3,483.42",5,3.6%,,$248.50,135.35
GPMT,Granite Point Mortgage Trust Inc,Real Estate,518.0%,0.163353187,N/A,N/A,$0.85,$266.90,N/A,N/A,,$9.66,3.97
GPOR,Gulfport Energy Corp.,Energy,"9,727.0%",0,N/A,N/A,$0.00,"$1,800.94",N/A,0.0%,,$109.94,60.15
GPRE,Green Plains Inc,Basic Materials,"3,019.0%",0,N/A,N/A,$0.00,"$1,796.69",N/A,0.0%,,$41.25,26.33
GPRO,GoPro Inc.,Technology,412.0%,0,N/A,N/A,$0.00,$533.11,N/A,0.0%,,$6.91,3.81
GRBK,Green Brick Partners Inc,Consumer Cyclical,"5,463.0%",0,N/A,N/A,$0.00,"$2,486.12",9,0.0%,,$57.18,18.73
GRC,Gorman-Rupp Co.,Industrials,"2,739.0%",0.02555677254,2.9%,-38.6%,$0.69,$717.02,70,176.6%,,$30.25,22.23
GREE,Greenidge Generation Holdings Inc,N/A,294.0%,0,N/A,N/A,$0.00,$96.52,N/A,0.0%,2.0,$489.00,1.55
GRNA,GreenLight Biosciences Inc,N/A,29.0%,0,N/A,N/A,$0.00,$44.02,0,N/A,,$5.90,0.1768
GRPN,Groupon Inc,Communication Services,549.0%,0,N/A,N/A,$0.00,$169.05,N/A,0.0%,,$15.99,2.89
GRWG,GrowGeneration Corp,Consumer Cyclical,323.0%,0,N/A,N/A,$0.00,$197.15,N/A,0.0%,,$8.63,2.77
GSAT,Globalstar Inc.,Communication Services,97.1%,0,N/A,N/A,$0.00,"$1,747.98",N/A,0.0%,,$2.98,0.8538
GSBC,"Great Southern Bancorp, Inc.",Financial Services,"5,072.0%",0.02348470167,11.1%,4.6%,$1.19,$610.87,8,18.6%,,$63.24,45.39
GSHD,Goosehead Insurance Inc,Financial Services,"6,120.0%",0,N/A,N/A,$0.00,"$1,437.02",0,N/A,,$71.04,29.23
GT,Goodyear Tire & Rubber Co.,Consumer Cyclical,"1,310.0%",0,N/A,N/A,$0.00,"$3,712.91",743,0.0%,,$15.69,9.66
GTLS,Chart Industries Inc,Industrials,"14,934.0%",0,N/A,N/A,$0.00,"$6,380.91",N/A,0.0%,,$242.59,101.44
GTN,"Gray Television, Inc.",Communication Services,719.0%,0.04389548252,N/A,N/A,$0.32,$700.57,2,9.4%,,$20.21,6.43
GTY,Getty Realty Corp.,Real Estate,"3,300.0%",0.05057865071,4.9%,6.1%,$1.67,"$1,633.29",20,94.3%,,$35.66,24.56
GVA,Granite Construction Inc.,Industrials,"3,928.0%",0.01316573133,0.0%,0.0%,$0.52,"$1,723.64",24,36.7%,,$44.01,25.17
GWH,ESS Tech Inc,N/A,133.0%,0,N/A,N/A,$0.00,$205.31,0,N/A,,$5.31,0.75
GWRS,Global Water Resources Inc,Utilities,"1,296.0%",0.02314814815,0.0%,0.2%,$0.29,$309.37,0,N/A,,$14.71,10.35
HA,"Hawaiian Holdings, Inc.",Industrials,971.0%,0,N/A,N/A,$0.00,$500.53,N/A,0.0%,,$17.39,7.34
HAE,Haemonetics Corp.,Healthcare,"8,433.0%",0,N/A,N/A,$0.00,"$4,266.96",37,0.0%,,$91.39,62.81
HAFC,Hanmi Financial Corp.,Financial Services,"1,521.0%",0.06353339517,13.6%,0.8%,$0.97,$464.61,5,28.8%,0.9,$25.89,12.88
HAIN,Hain Celestial Group Inc,Consumer Defensive,"1,258.0%",0,N/A,N/A,$0.00,"$1,125.21",N/A,0.0%,,$25.48,11.73
HALO,Halozyme Therapeutics Inc.,Healthcare,"3,414.0%",0,N/A,N/A,$0.00,"$4,495.57",25,0.0%,,$59.46,29.85
HASI,Hannon Armstrong Sustainable Infrastructure capital Inc,Real Estate,"2,374.0%",0.06655433867,5.3%,3.7%,$1.49,"$2,180.84",108,676.0%,,$44.46,20.99
HAYN,Haynes International Inc.,Industrials,"4,671.0%",0.01864084317,0.0%,0.0%,$0.87,$594.68,11,21.1%,1.3,$60.25,28.32
HBCP,Home Bancorp Inc,Financial Services,"3,407.0%",0.02802195828,8.7%,5.6%,$0.95,$281.10,7,19.0%,0.6,$42.51,27.75
HBNC,Horizon Bancorp Inc (IN),Financial Services,"1,046.0%",0.05907819193,6.7%,9.9%,$0.62,$461.46,5,30.6%,,$19.44,7.69
HBT,HBT Financial Inc,Financial Services,"1,795.0%",0.03604257528,N/A,N/A,$0.65,$575.13,0,N/A,0.5,$23.03,16.33
HCAT,Health Catalyst Inc,Healthcare,"1,156.0%",0,N/A,N/A,$0.00,$650.37,0,N/A,,$18.30,6.4
HCC,Warrior Met Coal Inc,Basic Materials,"3,670.0%",0.006906158364,-91.3%,-56.3%,$0.25,"$1,907.99",3,1.9%,,$42.86,24.72
HCCI,Heritage-Crystal Clean Inc,Industrials,"3,607.0%",0,N/A,N/A,$0.00,$878.30,0,N/A,,$38.85,25.44
HCI,HCI Group Inc,Financial Services,"5,892.0%",0.02683993902,0.0%,1.3%,$1.58,$506.52,N/A,N/A,,$70.87,26.97
HCKT,Hackett Group Inc (The),Technology,"2,105.0%",0.02065271396,N/A,N/A,$0.43,$572.34,15,34.8%,0.7,$22.91,16.93
HCSG,"Healthcare Services Group, Inc.",Healthcare,"1,440.0%",0.02954425797,N/A,N/A,$0.43,"$1,068.41",30,88.0%,,$18.19,11.55
HDSN,"Hudson Technologies, Inc.",Basic Materials,920.0%,0,N/A,N/A,$0.00,$417.03,0,N/A,,$12.46,6.62
HEAR,Turtle Beach Corp,Technology,"1,102.0%",0,N/A,N/A,$0.00,$188.83,N/A,0.0%,,$14.74,6.17
HEES,H&E Equipment Services Inc,Industrials,"4,238.0%",0.02560448315,0.0%,0.0%,$1.09,"$1,541.86",11,27.6%,1.3,$55.66,25.39
HELE,Helen of Troy Ltd,Consumer Defensive,"9,814.0%",0,N/A,N/A,$0.00,"$2,359.14",16,0.0%,,$172.45,81.14
HFFG,HF Foods Group Inc.,Consumer Defensive,425.0%,0,N/A,N/A,$0.00,$229.87,0,N/A,,$6.55,3.42
HFWA,Heritage Financial Corp.,Financial Services,"1,610.0%",0.05209875232,4.8%,17.1%,$0.84,$564.50,7,36.0%,0.6,$33.18,14.85
HGV,Hilton Grand Vacations Inc,Consumer Cyclical,"4,448.0%",0,N/A,N/A,$0.00,"$4,955.26",13,0.0%,,$51.81,32.12
HI,Hillenbrand Inc,Industrials,"4,932.0%",0.01784266018,1.1%,1.2%,$0.87,"$3,431.22",6,10.0%,,$53.53,35.52
HIBB,Hibbett Inc,Consumer Cyclical,"3,629.0%",0.02720090155,N/A,N/A,$0.99,$462.57,4,10.4%,1.2,$74.08,34.4
HIFS,Hingham Institution For Savings,Financial Services,"20,209.0%",0.01246969172,6.8%,10.1%,$2.44,$425.60,0,N/A,0.7,$331.06,173.51
HIMS,Hims & Hers Health Inc,N/A,842.0%,0,N/A,N/A,$0.00,"$1,691.93",0,N/A,,$12.34,4.01
HIPO,Hippo Holdings Inc,N/A,"1,691.0%",0,N/A,N/A,$0.00,$393.41,0,N/A,,$27.25,11.3
HL,Hecla Mining Co.,Basic Materials,498.0%,0.004510871435,0.0%,20.1%,$0.02,"$3,050.93",N/A,N/A,,$6.99,3.4
HLF,Herbalife Ltd,Consumer Defensive,"1,263.0%",0,N/A,N/A,$0.00,"$1,249.36",5,0.0%,,$30.65,11.14
HLGN,Heliogen Inc,N/A,21.6%,0,N/A,N/A,$0.00,$42.58,0,N/A,,$3.28,0.1881
HLI,Houlihan Lokey Inc,Financial Services,"9,386.0%",0.02343916471,3.8%,15.3%,$2.12,"$4,770.96",19,56.4%,,$100.61,72.47
HLIO,Helios Technologies Inc,Industrials,"6,266.0%",0.005732105305,0.0%,0.0%,$0.36,"$2,045.54",25,14.3%,,$72.51,48.04
HLIT,"Harmonic, Inc.",Technology,"1,665.0%",0,N/A,N/A,$0.00,"$1,854.07",53,0.0%,,$18.43,8.29
HLLY,Holley Inc,N/A,367.0%,0,N/A,N/A,$0.00,$434.04,0,N/A,,$12.68,1.88
HLMN,Hillman Solutions Corp,N/A,829.0%,0,N/A,N/A,$0.00,"$1,613.40",0,N/A,,$10.65,6.6
HLNE,Hamilton Lane Inc,Financial Services,"7,561.0%",0.02147866891,11.3%,15.9%,$1.62,"$2,917.79",26,77.3%,1.3,$79.79,54.52
HLTH,Cue Health Inc,N/A,43.8%,0,N/A,N/A,$0.00,$66.45,0,N/A,,$5.10,0.4035
HLVX,HilleVax Inc,N/A,"1,654.0%",0,N/A,N/A,$0.00,$648.37,0,N/A,,$24.42,9.59
HLX,Helix Energy Solutions Group Inc,Energy,693.0%,0,N/A,N/A,$0.00,"$1,049.90",N/A,0.0%,,$9.16,2.47
HMN,Horace Mann Educators Corp.,Financial Services,"2,907.0%",0.04540763674,3.1%,3.0%,$1.28,"$1,187.32",N/A,N/A,,$38.98,28.9
HMPT,Home Point Capital Inc,N/A,231.0%,0,N/A,N/A,$0.00,$319.87,0,N/A,,$4.10,0.99
HMST,HomeStreet Inc,Financial Services,603.0%,0.1829926126,N/A,N/A,$1.10,$113.21,2,40.1%,1.1,$37.07,4.61
HNI,HNI Corp.,Industrials,"2,750.0%",0.04654545455,0.0%,1.6%,$1.26,"$1,146.73",10,47.5%,,$35.58,24.32
HNST,Honest Company Inc (The ),N/A,173.0%,0,N/A,N/A,$0.00,$161.58,N/A,0.0%,,$4.51,1.4
HOMB,Home Bancshares Inc,Financial Services,"2,210.0%",0.03257918552,9.1%,8.4%,$0.68,"$4,481.85",13,40.6%,,$25.65,19.6
HONE,HarborOne Bancorp Inc.,Financial Services,913.0%,0.0308204038,N/A,N/A,$0.28,$425.37,10,32.1%,0.7,$15.30,7.51
HOPE,Hope Bancorp Inc,Financial Services,820.0%,0.06600687061,N/A,N/A,$0.54,$983.38,5,33.0%,0.8,$14.87,7.42
HOUS,Anywhere Real Estate Inc,N/A,581.0%,0,N/A,N/A,$0.00,$641.25,N/A,0.0%,,$12.96,4.33
HOV,"Hovnanian Enterprises, Inc.",Consumer Cyclical,"9,233.0%",0,N/A,N/A,$0.00,$487.21,3,0.0%,,$103.00,33.2
HP,"Helmerich & Payne, Inc.",Energy,"3,360.0%",0.02976190476,-6.0%,-19.8%,$1.69,"$3,446.84",11,55.8%,,$53.72,30.16
HPK,HighPeak Energy Inc,N/A,"1,229.0%",0.008115075855,N/A,N/A,$0.10,"$1,390.95",0,N/A,1.2,$30.05,11.96
HQY,Healthequity Inc,Healthcare,"5,989.0%",0,N/A,N/A,$0.00,"$5,118.86",N/A,0.0%,,$79.20,48.86
HRI,Herc Holdings Inc,Industrials,"12,543.0%",0.01914595871,N/A,N/A,$2.40,"$3,573.01",11,21.3%,,$161.46,84.89
HRMY,Harmony Biosciences Holdings Inc,N/A,"3,603.0%",0,N/A,N/A,$0.00,"$2,160.16",11,0.0%,,$62.09,29.81
HRT,HireRight Holdings Corp,N/A,"1,104.0%",0,N/A,N/A,$0.00,$815.17,0,N/A,,$18.66,6.88
HRTX,Heron Therapeutics Inc,Healthcare,121.0%,0,N/A,N/A,$0.00,$144.85,0,N/A,,$5.62,1.07
HSC,Enviri Corp,Industrials,899.0%,0,N/A,N/A,$0.00,$729.61,N/A,0.0%,,$9.70,3.73
HSII,"Heidrick & Struggles International, Inc.",Industrials,"2,636.0%",0.02247686635,0.0%,2.9%,$0.59,$527.93,7,16.0%,0.8,$34.57,22.29
HSTM,Healthstream Inc,Healthcare,"2,393.0%",0.002087256595,N/A,N/A,$0.05,$734.23,62,12.9%,,$27.63,20.43
HT,Hersha Hospitality Trust,Real Estate,569.0%,0.0349019354,N/A,N/A,$0.20,$226.90,2,6.4%,,$11.87,5.64
HTBI,HomeTrust Bancshares Inc,Financial Services,"2,144.0%",0.01799934692,N/A,N/A,$0.39,$372.41,0,N/A,0.6,$30.47,17.83
HTBK,Heritage Commerce Corp.,Financial Services,826.0%,0.06081336004,0.0%,3.4%,$0.50,$503.61,7,42.2%,0.8,$14.19,6.45
HTH,Hilltop Holdings Inc,Financial Services,"3,044.0%",0.02016718391,6.7%,18.0%,$0.61,"$1,979.33",17,35.3%,,$34.68,23.69
HTLD,"Heartland Express, Inc.",Industrials,"1,570.0%",0.005081094906,0.0%,0.0%,$0.08,"$1,240.12",10,4.9%,0.8,$18.10,13.36
HTLF,"Heartland Financial USA, Inc.",Financial Services,"2,793.0%",0.0402283923,11.1%,16.5%,$1.12,"$1,188.67",6,22.4%,0.8,$49.89,26.07
HUBG,"Hub Group, Inc.",Industrials,"7,654.0%",0,N/A,N/A,$0.00,"$2,508.51",8,0.0%,,$104.67,67.36
HUMA,Humacyte Inc,N/A,298.0%,0,N/A,N/A,$0.00,$308.16,0,N/A,,$5.60,1.96
HURN,Huron Consulting Group Inc,Industrials,"8,398.0%",0,N/A,N/A,$0.00,"$1,613.40",26,0.0%,,$87.44,59.05
HVT,"Haverty Furniture Cos., Inc.",Consumer Cyclical,"2,843.0%",0.03993496291,7.1%,10.8%,$1.14,$462.09,6,23.2%,,$38.53,22.38
HWC,Hancock Whitney Corp.,Financial Services,"3,741.0%",0.02999904472,11.1%,2.1%,$1.12,"$3,220.14",6,18.6%,1.1,$55.48,30.54
HWKN,Hawkins Inc,Basic Materials,"4,657.0%",0.01288383079,7.1%,-7.8%,$0.58,$981.03,16,20.1%,0.8,$52.03,32.76
HY,Hyster-Yale Materials Handling Inc,Industrials,"5,102.0%",0.02501015152,0.8%,0.9%,$1.28,$682.46,0,N/A,,$57.22,20.41
HYFM,Hydrofarm Holdings Group Inc,N/A,93.8%,0,N/A,N/A,$0.00,$42.56,0,N/A,,$5.01,0.87
HYLN,Hyliion Holdings Corporation,N/A,165.0%,0,N/A,N/A,$0.00,$298.37,0,N/A,,$4.71,1.22
HYMC,Hycroft Mining Holding Corporation,N/A,31.4%,0,N/A,N/A,$0.00,$62.88,0,N/A,,$1.32,0.31
HYZN,Hyzon Motors Inc,N/A,89.3%,0,N/A,N/A,$0.00,$218.33,0,N/A,,$4.53,0.45
HZO,"Marinemax, Inc.",Consumer Cyclical,"3,006.0%",0,N/A,N/A,$0.00,$656.96,4,0.0%,,$44.03,25.6
IAS,Integral Ad Science Holding Corp,N/A,"1,816.0%",0,N/A,N/A,$0.00,"$2,813.49",0,N/A,,$19.66,6.63
IBCP,"Independent Bank Corporation (Ionia, MI)",Financial Services,"1,781.0%",0.04912856189,N/A,N/A,$0.87,$376.52,0,N/A,0.8,$24.03,14.9
IBEX,IBEX Ltd,N/A,"2,090.0%",0,N/A,N/A,$0.00,$381.38,0,N/A,,$31.40,14.85
IBOC,International Bancshares Corp.,Financial Services,"4,320.0%",0.02916666667,N/A,N/A,$1.22,"$2,683.35",8,21.9%,,$52.98,37.56
IBP,Installed Building Products Inc,Industrials,"13,274.0%",0.01643780619,N/A,N/A,$2.18,"$3,770.41",16,26.1%,,$134.18,74.01
IBRX,ImmunityBio Inc,N/A,269.0%,0,N/A,N/A,$0.00,"$1,172.80",0,N/A,,$7.80,1.21
IBTX,Independent Bank Group Inc,Financial Services,"3,525.0%",0.0421950821,0.0%,22.1%,$1.49,"$1,455.10",14,57.2%,0.9,$73.39,28.81
ICFI,"ICF International, Inc",Industrials,"12,189.0%",0.004581947034,0.0%,0.0%,$0.56,"$2,290.08",36,16.9%,0.7,$128.70,89.04
ICHR,Ichor Holdings Ltd,Technology,"3,560.0%",0,N/A,N/A,$0.00,"$1,034.39",16,0.0%,,$39.73,21.04
ICPT,Intercept Pharmaceuticals Inc,Healthcare,"1,174.0%",0,N/A,N/A,$0.00,$489.41,2,0.0%,,$21.86,8.82
ICVX,Icosavax Inc,N/A,924.0%,0,N/A,N/A,$0.00,$382.78,0,N/A,,$16.45,2.28
IDCC,Interdigital Inc,Communication Services,"9,107.0%",0.0151888811,0.0%,0.0%,$1.38,"$2,435.37",13,22.9%,1.0,$93.32,39.31
IDT,IDT Corp.,Communication Services,"2,593.0%",0,N/A,N/A,$0.00,$620.30,12,0.0%,,$35.18,23.07
IDYA,Ideaya Biosciences Inc,Healthcare,"2,448.0%",0,N/A,N/A,$0.00,"$1,402.46",0,N/A,,$26.35,9
IE,Ivanhoe Electric Inc,N/A,"1,351.0%",0,N/A,N/A,$0.00,"$1,254.94",0,N/A,,$16.55,7.01
IESC,IES Holdings Inc,Industrials,"5,274.0%",0,N/A,N/A,$0.00,"$1,063.83",17,0.0%,,$54.88,25.22
IGMS,IGM Biosciences Inc,Healthcare,948.0%,0,N/A,N/A,$0.00,$279.74,0,N/A,,$28.20,8.51
IGT,International Game Technology PLC,Consumer Cyclical,"3,039.0%",0.02605668593,N/A,N/A,$0.79,"$6,050.01",28,72.6%,,$32.23,14.76
IHRT,iHeartMedia Inc,Communication Services,337.0%,0,N/A,N/A,$0.00,$410.93,0,N/A,,$10.85,2.21
III,Information Services Group Inc.,Technology,561.0%,0.02887412086,N/A,N/A,$0.16,$271.43,0,N/A,1.1,$7.45,4.04
IIIN,"Insteel Industries, Inc.",Industrials,"3,013.0%",0.003911168819,0.0%,0.0%,$0.12,$585.28,7,2.9%,,$38.14,22.34
IIIV,i3 Verticals Inc,Technology,"2,183.0%",0,N/A,N/A,$0.00,$505.89,N/A,0.0%,,$30.84,18.59
IIPR,Innovative Industrial Properties Inc,Real Estate,"7,059.0%",0.1019974501,2.9%,48.4%,$6.93,"$1,978.99",13,123.3%,,$120.24,63.36
ILPT,Industrial Logistics Properties Trust,Real Estate,286.0%,0.01398601399,-97.0%,-50.3%,$0.04,$187.52,N/A,N/A,1.4,$14.37,1.65
IMAX,Imax Corp,Communication Services,"1,726.0%",0,N/A,N/A,$0.00,$942.22,N/A,0.0%,,$21.82,12.13
IMGN,"Immunogen, Inc.",Healthcare,"2,005.0%",0,N/A,N/A,$0.00,"$4,532.71",N/A,0.0%,,$20.29,3.61
IMKTA,"Ingles Markets, Inc.",Consumer Defensive,"8,361.0%",0.00786164425,0.0%,0.0%,$0.66,"$1,204.56",5,5.0%,0.5,$102.44,77.75
IMVT,Immunovant Inc,Healthcare,"1,993.0%",0,N/A,N/A,$0.00,"$2,599.04",0,N/A,,$24.18,3.85
IMXI,International Money Express Inc.,Technology,"2,450.0%",0,N/A,N/A,$0.00,$892.25,0,N/A,,$28.24,19.51
INBK,First Internet Bancorp,Financial Services,"1,482.0%",0.01612526842,0.0%,0.0%,$0.24,$131.98,0,N/A,,$39.81,9.68
INBX,Inhibrx Inc,N/A,"2,622.0%",0,N/A,N/A,$0.00,"$1,143.60",0,N/A,,$34.72,10.84
INDB,Independent Bank Corp.,Financial Services,"4,541.0%",0.04646124316,7.8%,7.7%,$2.11,"$2,003.72",7,35.5%,0.8,$88.14,42.25
INDI,Indie Semiconductor Inc,N/A,903.0%,0,N/A,N/A,$0.00,"$1,279.04",0,N/A,,$11.12,5.23
INDT,INDUS Realty Trust Inc,N/A,"6,696.0%",0.01274803453,N/A,N/A,$0.85,$682.86,"10,670","13,767.9%",0.3,$66.99,47.8
INFN,Infinera Corp.,Technology,452.0%,0,N/A,N/A,$0.00,"$1,019.78",N/A,0.0%,,$7.80,4.26
INGN,Inogen Inc,Healthcare,"1,160.0%",0,N/A,N/A,$0.00,$268.21,N/A,0.0%,,$32.01,9.88
INN,Summit Hotel Properties Inc,Real Estate,608.0%,0.02933563879,N/A,N/A,$0.18,$653.41,N/A,N/A,,$8.92,6.02
INNV,InnovAge Holding Corp,N/A,739.0%,0,N/A,N/A,$0.00,"$1,002.31",0,N/A,,$8.15,3.39
INO,Inovio Pharmaceuticals Inc,Healthcare,43.3%,0,N/A,N/A,$0.00,$113.79,N/A,0.0%,,$2.82,0.43
INSE,Inspired Entertainment Inc,Communication Services,"1,408.0%",0,N/A,N/A,$0.00,$369.84,0,N/A,,$16.44,7.49
INSG,Inseego Corp,Technology,66.0%,0,N/A,N/A,$0.00,$72.60,N/A,0.0%,,$3.22,0.47
INSM,Insmed Inc,Healthcare,"1,996.0%",0,N/A,N/A,$0.00,"$2,723.20",N/A,0.0%,,$28.94,16.04
INSP,Inspire Medical Systems Inc,Healthcare,"31,508.0%",0,N/A,N/A,$0.00,"$9,137.32",N/A,0.0%,,$323.23,159.62
INST,Instructure Holdings Inc,N/A,"2,417.0%",0,N/A,N/A,$0.00,"$3,467.88",0,N/A,,$31.47,20.33
INSW,International Seaways Inc,Industrials,"3,746.0%",0.1005443255,N/A,N/A,$3.77,"$1,844.15",3,32.8%,,$50.92,16.99
INT,World Fuel Services Corp.,Energy,"2,426.0%",0.0172194366,N/A,N/A,$0.42,"$1,507.25",14,23.6%,1.1,$30.48,18.98
INTA,Intapp Inc,N/A,"4,723.0%",0,N/A,N/A,$0.00,"$3,088.87",0,N/A,,$50.46,13.54
INVA,Innoviva Inc,Healthcare,"1,263.0%",0,N/A,N/A,$0.00,$827.32,4,0.0%,,$15.44,10.64
INVE,Identiv Inc,Technology,718.0%,0,N/A,N/A,$0.00,$164.96,N/A,0.0%,,$16.98,5.07
IONQ,IonQ Inc,N/A,937.0%,0,N/A,N/A,$0.00,"$1,883.64",0,N/A,,$11.65,3.04
IOSP,Innospec Inc,Basic Materials,"9,705.0%",0.0137136665,N/A,N/A,$1.33,"$2,413.56",19,25.6%,0.8,$114.38,81.48
IOVA,Iovance Biotherapeutics Inc,Healthcare,807.0%,0,N/A,N/A,$0.00,"$1,811.30",0,N/A,,$13.44,5.28
IPAR,"Inter Parfums, Inc.",Consumer Defensive,"13,400.0%",0.01865671642,N/A,N/A,$2.23,"$4,289.34",31,51.1%,0.8,$159.70,67.13
IPI,Intrepid Potash Inc,Basic Materials,"2,102.0%",0,N/A,N/A,$0.00,$276.59,6,0.0%,,$56.66,17.23
IPSC,Century Therapeutics Inc,N/A,340.0%,0,N/A,N/A,$0.00,$202.57,0,N/A,,$14.00,2.81
IRBT,Irobot Corp,Technology,"4,337.0%",0,N/A,N/A,$0.00,"$1,196.75",N/A,0.0%,,$60.25,31.37
IRDM,Iridium Communications Inc,Communication Services,"6,171.0%",0.004204276995,N/A,N/A,$0.26,"$7,769.29",496,214.1%,0.8,$68.05,36.19
IRMD,Iradimed Corp,Healthcare,"4,738.0%",0.02216124847,N/A,N/A,$1.05,$596.74,0,N/A,,$51.04,25.23
IRNT,IronNet Inc,N/A,20.8%,0,N/A,N/A,$0.00,$23.22,0,N/A,,$2.86,0.1362
IRT,Independence Realty Trust Inc,Real Estate,"1,733.0%",0.03693017888,16.7%,-4.9%,$0.55,"$3,894.10",76,241.3%,,$22.06,14.42
IRTC,iRhythm Technologies Inc,Healthcare,"9,891.0%",0,N/A,N/A,$0.00,"$3,013.86",N/A,0.0%,,$164.69,85.74
IRWD,Ironwood Pharmaceuticals Inc,Healthcare,"1,093.0%",0,N/A,N/A,$0.00,"$1,697.43",9,0.0%,,$12.66,9.73
ISEE,IVERIC bio Inc,Healthcare,"3,886.0%",0,N/A,N/A,$0.00,"$5,354.24",0,N/A,,$39.11,8.95
ISPO,Inspirato Incorporated,N/A,97.0%,0,N/A,N/A,$0.00,$65.31,0,N/A,,$5.42,0.69
ITCI,Intra-Cellular Therapies Inc,Healthcare,"6,379.0%",0,N/A,N/A,$0.00,"$6,119.09",0,N/A,,$67.05,42.01
ITGR,Integer Holdings Corp,Healthcare,"8,607.0%",0,N/A,N/A,$0.00,"$2,864.10",42,0.0%,,$86.81,50.05
ITIC,Investors Title Co.,Financial Services,"13,198.5%",0.01383782478,0.0%,2.8%,$1.83,$250.46,0,N/A,,$166.29,124.17
ITOS,ITeos Therapeutics Inc,N/A,"1,373.0%",0,N/A,N/A,$0.00,$491.04,43,0.0%,,$28.05,12.52
ITRI,Itron Inc.,Technology,"6,813.0%",0,N/A,N/A,$0.00,"$3,094.66",N/A,0.0%,,$73.67,39.38
IVR,Invesco Mortgage Capital Inc,Real Estate,"1,110.0%",0.2163518019,344.4%,-1.0%,$2.40,$462.28,N/A,N/A,,$15.57,8.81
IVT,InvenTrust Properties Corp,N/A,"2,287.0%",0.03585198257,N/A,N/A,$0.82,"$1,543.92",0,N/A,,$29.37,20.44
IVVD,Invivyd Inc,N/A,107.0%,0,N/A,N/A,$0.00,$117.15,0,N/A,,$4.90,0.9802
JACK,"Jack In The Box, Inc.",Consumer Cyclical,"9,070.0%",0.01940463065,N/A,N/A,$1.75,"$1,868.42",13,24.9%,,$97.99,53.88
JANX,Janux Therapeutics Inc,N/A,"1,250.0%",0,N/A,N/A,$0.00,$522.92,0,N/A,,$23.64,10
JBI,Janus International Group Inc,N/A,948.0%,0,N/A,N/A,$0.00,"$1,391.13",0,N/A,,$12.24,7.97
JBSS,"Sanfilippo (John B.) & Son, Inc",Consumer Defensive,"12,425.0%",0.00581124351,N/A,N/A,$0.72,"$1,113.08",17,12.8%,0.5,$127.26,66.99
JBT,John Bean Technologies Corp,Industrials,"11,639.0%",0.003431733827,0.0%,0.0%,$0.40,"$3,703.57",28,9.8%,,$123.12,81.35
JELD,JELD-WEN Holding Inc.,Industrials,"1,619.0%",0,N/A,N/A,$0.00,"$1,375.69",22,0.0%,,$18.02,8.38
JJSF,J&J Snack Foods Corp.,Consumer Defensive,"15,612.0%",0.01793492185,10.6%,9.2%,$2.77,"$3,005.67",65,115.0%,0.5,$162.83,125.44
JMSB,John Marshall Bancorp Inc,Financial Services,"2,030.0%",0,N/A,N/A,$0.00,$286.75,0,N/A,,$29.91,15.16
JOAN,JOANN Inc,N/A,91.2%,0.1206404907,N/A,N/A,$0.11,$37.54,0,N/A,,$11.41,0.9118
JOBY,Joby Aviation Inc,N/A,632.0%,0,N/A,N/A,$0.00,"$3,987.79",0,N/A,,$8.04,3.15
JOE,St. Joe Co.,Real Estate,"4,451.0%",0.008954111285,N/A,N/A,$0.40,"$2,598.14",38,34.4%,,$47.80,30.88
JOUT,Johnson Outdoors Inc,Consumer Cyclical,"5,907.0%",0.02066526617,3.3%,20.9%,$1.22,$534.33,12,28.0%,,$72.26,45.86
JRVR,James River Group Holdings Ltd,Financial Services,"1,877.0%",0.01059918127,0.0%,-30.1%,$0.20,$706.11,36,37.7%,0.8,$26.36,18.63
JXN,Jackson Financial Inc,N/A,"2,893.0%",0.07878619492,N/A,N/A,$2.28,"$2,386.45",0,N/A,,$47.80,21.98
JYNT,Joint Corp,Healthcare,"1,307.0%",0,N/A,N/A,$0.00,$191.85,0,N/A,,$25.25,12.85
